name,City,Country,Latitude,Longitude,awardYear,category,motivation,prizeAmount,birthYear,birthMonth,birthDay
Sir Vidiadhar Surajprasad Naipaul,Chaguanas,Trinidad and Tobago,10.544386,-61.40853,2001,Literature,for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories,10000000,1932,8,17
Val Logsdon Fitch,"Merriman, NE",USA,42.919723,-101.700703,1980,Physics,for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons,880000,1923,3,10
Venkatraman Ramakrishnan,"Chidambaram, Tamil Nadu",India,11.398194,79.695359,2009,Chemistry,for studies of the structure and function of the ribosome,10000000,1952,0,0
Carl Gustaf Verner von Heidenstam,Olshammar,Sweden,58.75706,14.78907,1916,Literature,in recognition of his significance as the leading representative of a new era in our literature,131793,1859,7,6
Vernon L. Smith,"Wichita, KS",USA,37.692236,-97.337545,2002,Economic Sciences,"for having established laboratory experiments as a tool in empirical economic analysis, especially in the study of alternative market mechanisms",10000000,1927,1,1
Vicente Aleixandre,Sevilla,Spain,37.389092,-5.984459,1977,Literature,"for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society, at the same time representing the great renewal of the traditions of Spanish poetry between the wars",700000,1898,4,26
Victor Franz Hess,Peggau,Austria,47.176373,15.32994,1936,Physics,for his discovery of cosmic radiation,159850,1883,6,24
Victor Grignard,Cherbourg,France,49.633731,-1.622137,1912,Chemistry,"for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistry",140476,1871,5,6
Vincent du Vigneaud,"Chicago, IL",USA,41.876228,-87.638416,1955,Chemistry,"for his work on biochemically important sulphur compounds, especially for the first synthesis of a polypeptide hormone",190214,1901,5,18
Vitaly Lazarevich Ginzburg,Moscow,Russia,55.741387,37.618892,2003,Physics,for pioneering contributions to the theory of superconductors and superfluids,10000000,1916,10,4
Vladimir Prelog,Sarajevo,Austria-Hungary,43.856076,18.411485,1975,Chemistry,for his research into the stereochemistry of organic molecules and reactions,630000,1906,7,23
Walter Gilbert,"Boston, MA",USA,42.36042,-71.05681,1980,Chemistry,for their contributions concerning the determination of base sequences in nucleic acids,880000,1932,3,21
Walter Houser Brattain,Amoy,China,24.479722,118.081944,1956,Physics,for their researches on semiconductors and their discovery of the transistor effect,200123,1902,2,10
Walter Rudolf Hess,Frauenfeld,Switzerland,47.5536,8.898754,1949,Physiology or Medicine,for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs,156290,1881,3,17
Walter Kohn,Vienna,Austria,48.207646,16.372793,1998,Chemistry,for his development of the density-functional theory,7600000,1923,3,9
Walther Bothe,Oranienburg,Germany,52.752674,13.239452,1954,Physics,for the coincidence method and his discoveries made therewith,181647,1891,1,8
Walther Hermann Nernst,Briesen,Prussia,53.283333,18.95,1920,Chemistry,in recognition of his work in thermochemistry,134100,1864,6,25
Wangari Muta Maathai,Nyeri,Kenya,-0.416876,36.950981,2004,Peace,"for her contribution to sustainable development, democracy and peace",10000000,1940,4,1
Wassily Wassilyevich Leontief,St. Petersburg,Russia,59.956651,30.333547,1973,Economic Sciences,for the development of the input-output method and for its application to important economic problems,510000,1906,8,5
Wendell Meredith Stanley,"Ridgeville, IN",USA,40.288954,-85.029245,1946,Chemistry,for their preparation of enzymes and virus proteins in a pure form,121524,1904,8,16
Werner Arber,Gränichen,Switzerland,47.363636,8.092984,1978,Physiology or Medicine,for the discovery of restriction enzymes and their application to problems of molecular genetics,725000,1929,6,3
Werner Forssmann,Berlin,Germany,52.522265,13.406852,1956,Physiology or Medicine,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,200123,1904,8,29
Werner Karl Heisenberg,Würzburg,Germany,49.791282,9.953253,1932,Physics,"for the creation of quantum mechanics, the application of which has, inter alia, led to the discovery of the allotropic forms of hydrogen",171753,1901,12,5
Wilhelm Conrad Röntgen,Lennep,Prussia,51.178742,7.189696,1901,Physics,in recognition of the extraordinary services he has rendered by the discovery of the remarkable rays subsequently named after him,150782,1845,3,27
Wilhelm Ostwald,Riga,Russian Empire,56.966035,24.106409,1909,Chemistry,in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction,139800,1853,9,2
Wilhelm Wien,Gaffken,Prussia,51.7107785,15.15349125,1911,Physics,for his discoveries regarding the laws governing the radiation of heat,140695,1864,1,13
Willard Frank Libby,"Grand Valley, CO",USA,40.374370128919864,-85.00995361324041,1960,Chemistry,"for his method to use carbon-14 for age determination in archaeology, geology, geophysics, and other branches of science",225987,1908,12,17
Willard S. Boyle,"Amherst, NS",Canada,45.830032,-64.205261,2009,Physics,for the invention of an imaging semiconductor circuit - the CCD sensor,10000000,1924,8,19
Willem Einthoven,Semarang,"Java, Dutch East Indies",-7.004978,110.438095,1924,Physiology or Medicine,for his discovery of the mechanism of the electrocardiogram,116719,1860,5,21
William Alfred Fowler,"Pittsburgh, PA",USA,40.440136,-80.008661,1983,Physics,for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe,1500000,1911,8,9
William Bradford Shockley,London,United Kingdom,51.510235,-0.120852,1956,Physics,for their researches on semiconductors and their discovery of the transistor effect,200123,1910,2,13
Sir William Henry Bragg,Wigton,United Kingdom,54.825544,-3.161231,1915,Physics,for their services in the analysis of crystal structure by means of X-rays,149223,1862,7,2
William Butler Yeats,Dublin,Ireland,53.351676,-6.261504,1923,Literature,"for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation",114935,1865,6,13
William C. Campbell,Ramelton,Ireland,55.035556,-7.645556,2015,Physiology or Medicine,for their discoveries concerning a novel therapy against infections caused by roundworm parasites,8000000,1930,6,28
William D. Nordhaus,"Albuquerque, NM",USA,35.084491,-106.651137,2018,Economic Sciences,for integrating climate change into long-run macroeconomic analysis,9000000,1941,5,31
William D. Phillips,"Wilkes-Barre, PA",USA,41.244444,-75.878056,1997,Physics,for development of methods to cool and trap atoms with laser light,7500000,1948,11,5
William E. Moerner,"Pleasanton, CA",USA,37.662431,-121.874679,2014,Chemistry,for the development of super-resolved fluorescence microscopy,8000000,1953,6,24
William Francis Giauque,Niagara Falls,Canada,43.116667,-79.066667,1949,Chemistry,"for his contributions in the field of chemical thermodynamics, particularly concerning the behaviour of substances at extremely low temperatures",156290,1895,5,12
William F. Sharpe,"Boston, MA",USA,42.36042,-71.05681,1990,Economic Sciences,for their pioneering work in the theory of financial economics,4000000,1934,6,16
William Faulkner,"New Albany, MS",USA,34.494268,-89.007842,1949,Literature,for his powerful and artistically unique contribution to the modern American novel,156290,1897,9,25
William G. Kaelin Jr,"New York, NY",USA,40.715758,-74.0113,2019,Physiology or Medicine,for their discoveries of how cells sense and adapt to oxygen availability,9000000,1957,11,23
William Golding,St. Columb Minor,United Kingdom,50.416694,-5.05,1983,Literature,"for his novels which, with the perspicuity of realistic narrative art and the diversity and universality of myth, illuminate the human condition in the world of today",1500000,1911,9,19
William H. Stein,"New York, NY",USA,40.715758,-74.0113,1972,Chemistry,for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule,480000,1911,6,25
William S. Knowles,"Taunton, MA",USA,41.900101,-71.089767,2001,Chemistry,for their work on chirally catalysed hydrogenation reactions,10000000,1917,6,1
William N. Lipscomb,"Cleveland, OH",USA,41.496386,-81.710675,1976,Chemistry,for his studies on the structure of boranes illuminating problems of chemical bonding,681000,1919,12,9
William Parry Murphy,"Stoughton, WI",USA,42.916946,-89.217894,1934,Physiology or Medicine,for their discoveries concerning liver therapy in cases of anaemia,162608,1892,2,6
William Vickrey,"Victoria, BC",Canada,48.428366,-123.364544,1996,Economic Sciences,for their fundamental contributions to the economic theory of incentives under asymmetric information,7400000,1914,6,21
Willis Eugene Lamb,"Los Angeles, CA",USA,34.062144,-118.225001,1955,Physics,for his discoveries concerning the fine structure of the hydrogen spectrum,190214,1913,7,12
Willy Brandt,Lübeck,Germany,53.869722,10.686389,1971,Peace,for paving the way for a meaningful dialogue between East and West,450000,1913,12,18
Sir Winston Leonard Spencer Churchill,Woodstock,United Kingdom,51.845,-1.353889,1953,Literature,for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values,175293,1874,11,30
Wislawa Szymborska,Bnin,Poland,52.246774,17.09013,1996,Literature,for poetry that with ironic precision allows the historical and biological context to come to light in fragments of human reality,7400000,1923,7,2
Wladyslaw Stanislaw Reymont,Kobiele Wielkie,Russian Empire,51.042154,19.556849,1924,Literature,"for his great national epic, <I>The Peasants</I>",116719,1867,5,7
Wole Soyinka,Abeokuta,Nigeria,7.145309,3.359045,1986,Literature,who in a wide cultural perspective and with poetic overtones fashions the drama of existence,2000000,1934,7,13
Wolfgang Ketterle,Heidelberg,West Germany,49.39922,8.680522,2001,Physics,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates",10000000,1957,10,21
Wolfgang Paul,Lorenzkirch,Germany,50.90027376623377,11.135752545454546,1989,Physics,for the development of the ion trap technique,3000000,1913,8,10
Wolfgang Pauli,Vienna,Austria,48.207646,16.372793,1945,Physics,"for the discovery of the Exclusion Principle, also called the Pauli Principle",121333,1900,4,25
Thomas Woodrow Wilson,"Staunton, VA",USA,38.149576,-79.071696,1919,Peace,for his role as founder of the League of Nations,133127,1856,12,28
Yasser Arafat,Cairo,Egypt,30.044388,31.235725,1994,Peace,for their efforts to create peace in the Middle East,7000000,1929,8,24
Yasunari Kawabata,Osaka,Japan,34.693756,135.50145,1968,Literature,"for his narrative mastery, which with great sensibility expresses the essence of the Japanese mind",350000,1899,6,11
Yitzhak Rabin,Jerusalem,British Mandate of Palestine,31.767983,35.213809,1994,Peace,for their efforts to create peace in the Middle East,7000000,1922,3,1
Yoichiro Nambu,Tokyo,Japan,35.680183,139.769373,2008,Physics,for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics,10000000,1921,1,18
Yoshinori Ohsumi,Fukuoka,Japan,33.590355,130.401716,2016,Physiology or Medicine,for his discoveries of mechanisms for autophagy,8000000,1945,2,9
Yuan T. Lee,Hsinchu,Taiwan,24.814166,120.966649,1986,Chemistry,for their contributions concerning the dynamics of chemical elementary processes,2000000,1936,11,19
Yves Chauvin,Menin,Belgium,50.795556,3.121667,2005,Chemistry,for the development of the metathesis method in organic synthesis,10000000,1930,10,10
Zhores I. Alferov,"Vitebsk, Belorussia",USSR,55.184806,30.201622,2000,Physics,for developing semiconductor heterostructures used in high-speed- and opto-electronics,9000000,1930,3,15
